party,year,score,orientation,counts,random_state
Austrian Freedom Party,2002.0,0.5647058823529412,Right-wing,85,61
The Greens,2008.0,0.1162790697674418,Left-wing,86,61
Austrian People’s Party,2008.0,0.1707317073170731,Right-wing,82,61
Austrian People’s Party,2002.0,0.25,Right-wing,12,61
The Greens,2013.0,0.2785714285714286,Left-wing,140,61
Austrian Freedom Party,2017.0,0.4909090909090909,Right-wing,55,61
Austrian Social Democratic Party,2008.0,0.3269230769230769,Left-wing,52,61
Alliance for the Future of Austria,2006.0,0.1818181818181818,Right-wing,11,61
Austrian Communist Party,2008.0,0.4,Left-wing,10,61
Peter Pilz List,2017.0,0.431578947368421,Left-wing,665,61
Austrian People’s Party,2008.0,0.1962025316455696,Right-wing,316,62
Austrian Freedom Party,2017.0,0.5882352941176471,Right-wing,459,62
The New Austria,2013.0,0.1724137931034483,Other,58,62
Austrian Freedom Party,2008.0,0.5267857142857143,Right-wing,448,62
The Greens,2017.0,0.2660098522167488,Left-wing,203,62
Austrian Communist Party,2008.0,0.3176470588235294,Left-wing,85,62
The Greens,2006.0,0.1944444444444444,Left-wing,288,62
Austrian Social Democratic Party,2006.0,0.2407766990291262,Left-wing,515,62
Austrian Social Democratic Party,2002.0,0.4559585492227979,Left-wing,193,62
Austrian Social Democratic Party,2017.0,0.28,Left-wing,225,62
Austrian People’s Party,2006.0,0.2783505154639175,Right-wing,194,62
Austrian People’s Party,2002.0,0.3333333333333333,Right-wing,21,62
Austrian People’s Party,2013.0,0.253393665158371,Right-wing,221,62
The Greens,2013.0,0.3086419753086419,Left-wing,162,62
The Greens,2002.0,0.3846153846153846,Left-wing,65,62
The Greens,2008.0,0.3214285714285714,Left-wing,28,62
Team Stronach for Austria,2013.0,0.4,Right-wing,75,62
Austrian People’s Party,2017.0,0.3061224489795918,Right-wing,147,62
Austrian Freedom Party,2013.0,0.6666666666666666,Right-wing,6,62
Austrian Social Democratic Party,2013.0,0.3676470588235294,Left-wing,68,62
Austrian Freedom Party,2002.0,0.3768115942028985,Right-wing,138,62
Alliance for the Future of Austria,2008.0,0.425,Right-wing,40,62
Alliance for the Future of Austria,2006.0,0.5,Right-wing,54,62
Austrian Social Democratic Party,2008.0,0.4329896907216495,Left-wing,97,62
The New Austria,2017.0,0.3018867924528302,Other,53,62
Austrian Freedom Party,2006.0,1.0,Right-wing,11,62
Peter Pilz List,2017.0,0.3859649122807017,Left-wing,285,62
The Greens,2002.0,0.3015873015873015,Left-wing,315,63
The Greens,2013.0,0.2581395348837209,Left-wing,430,63
Austrian People’s Party,2008.0,0.391304347826087,Right-wing,207,63
Austrian Freedom Party,2008.0,0.5862068965517241,Right-wing,87,63
Austrian Social Democratic Party,2002.0,0.1575492341356674,Left-wing,457,63
Austrian People’s Party,2006.0,0.1716566866267465,Right-wing,501,63
Austrian Social Democratic Party,2017.0,0.1709844559585492,Left-wing,193,63
Austrian Communist Party,2008.0,0.2755102040816326,Left-wing,196,63
Team Stronach for Austria,2013.0,0.5679611650485437,Right-wing,206,63
Austrian Freedom Party,2006.0,0.55,Right-wing,100,63
Austrian Freedom Party,2002.0,0.5923566878980892,Right-wing,314,63
The Greens,2006.0,0.326797385620915,Left-wing,153,63
Austrian Social Democratic Party,2008.0,0.0980392156862745,Left-wing,51,63
The New Austria,2013.0,0.1666666666666666,Other,12,63
Austrian Freedom Party,2013.0,0.5394736842105263,Right-wing,152,63
Alliance for the Future of Austria,2006.0,0.5,Right-wing,44,63
The Greens,2008.0,0.3043478260869565,Left-wing,69,63
Austrian People’s Party,2002.0,0.2526315789473684,Right-wing,190,63
The New Austria,2017.0,0.1935483870967742,Other,62,63
Austrian People’s Party,2017.0,0.3580246913580246,Right-wing,81,63
Austrian People’s Party,2013.0,0.3448275862068966,Right-wing,58,63
Austrian Freedom Party,2017.0,0.3,Right-wing,30,63
Austrian Social Democratic Party,2013.0,0.3535353535353535,Left-wing,99,63
The Greens,2017.0,0.2365591397849462,Left-wing,93,63
Alliance for the Future of Austria,2008.0,0.4444444444444444,Right-wing,9,63
Austrian Social Democratic Party,2006.0,0.0833333333333333,Left-wing,12,63
Peter Pilz List,2017.0,0.5355555555555556,Left-wing,450,63
The Greens,2006.0,0.2,Left-wing,40,64
Austrian Freedom Party,2002.0,0.6559139784946236,Right-wing,93,64
Austrian People’s Party,2017.0,0.2336842105263158,Right-wing,475,64
Austrian People’s Party,2002.0,0.2603174603174603,Right-wing,315,64
Austrian Social Democratic Party,2002.0,0.2355555555555555,Left-wing,225,64
Austrian People’s Party,2013.0,0.2188679245283019,Right-wing,530,64
The New Austria,2017.0,0.3414634146341463,Other,205,64
Austrian Social Democratic Party,2008.0,0.367816091954023,Left-wing,87,64
Austrian People’s Party,2006.0,0.3537414965986394,Right-wing,441,64
Team Stronach for Austria,2013.0,0.5721649484536082,Right-wing,194,64
The Greens,2008.0,0.5064935064935064,Left-wing,77,64
Alliance for the Future of Austria,2008.0,0.4379084967320261,Right-wing,153,64
Austrian Social Democratic Party,2017.0,0.2878787878787879,Left-wing,330,64
Austrian Freedom Party,2008.0,0.4881889763779528,Right-wing,127,64
Austrian People’s Party,2008.0,0.369047619047619,Right-wing,84,64
The Greens,2002.0,0.390728476821192,Left-wing,151,64
Austrian Freedom Party,2017.0,0.4918032786885246,Right-wing,61,64
The Greens,2013.0,0.2880434782608695,Left-wing,184,64
Austrian Freedom Party,2013.0,0.4285714285714285,Right-wing,21,64
The New Austria,2013.0,0.2789473684210526,Other,190,64
Alliance for the Future of Austria,2006.0,0.4029850746268656,Right-wing,67,64
Austrian Freedom Party,2006.0,0.4242424242424242,Right-wing,66,64
Austrian Social Democratic Party,2013.0,0.3571428571428571,Left-wing,14,64
Austrian Social Democratic Party,2006.0,0.4186046511627907,Left-wing,43,64
Austrian Communist Party,2008.0,0.373134328358209,Left-wing,67,64
The Greens,2017.0,0.5,Left-wing,4,64
Peter Pilz List,2017.0,0.5263157894736842,Left-wing,38,64
Austrian Social Democratic Party,2013.0,0.2435064935064935,Left-wing,308,65
Austrian People’s Party,2002.0,0.2926829268292683,Right-wing,82,65
Austrian Freedom Party,2002.0,0.4,Right-wing,215,65
Austrian Communist Party,2008.0,0.3333333333333333,Left-wing,12,65
Austrian Social Democratic Party,2002.0,0.1963190184049079,Left-wing,326,65
Austrian Freedom Party,2017.0,0.5509761388286334,Right-wing,461,65
Austrian Social Democratic Party,2017.0,0.3605442176870748,Left-wing,147,65
Austrian People’s Party,2008.0,0.2840466926070039,Right-wing,514,65
Austrian People’s Party,2006.0,0.2780172413793103,Right-wing,464,65
The New Austria,2013.0,0.1947368421052631,Other,190,65
Alliance for the Future of Austria,2008.0,0.3237410071942446,Right-wing,139,65
The Greens,2013.0,0.2083333333333333,Left-wing,192,65
Austrian Social Democratic Party,2006.0,0.3698630136986301,Left-wing,73,65
Austrian Freedom Party,2006.0,0.51,Right-wing,100,65
Austrian Freedom Party,2013.0,0.4423076923076923,Right-wing,52,65
The New Austria,2017.0,0.2573529411764705,Other,136,65
Austrian Social Democratic Party,2008.0,0.4,Left-wing,40,65
Austrian People’s Party,2013.0,0.392156862745098,Right-wing,51,65
Alliance for the Future of Austria,2006.0,0.3,Right-wing,90,65
Austrian People’s Party,2017.0,0.3015873015873015,Right-wing,63,65
The Greens,2008.0,0.2634146341463415,Left-wing,205,65
Team Stronach for Austria,2013.0,0.4193548387096774,Right-wing,62,65
The Greens,2002.0,0.3103448275862069,Left-wing,87,65
Austrian Freedom Party,2008.0,0.2857142857142857,Right-wing,28,65
The Greens,2017.0,0.1176470588235294,Left-wing,17,65
The Greens,2006.0,0.6666666666666666,Left-wing,9,65
Peter Pilz List,2017.0,0.2950310559006211,Left-wing,644,65
The Greens,2013.0,0.2358078602620087,Left-wing,229,66
The New Austria,2017.0,0.2511415525114155,Other,438,66
The New Austria,2013.0,0.188235294117647,Other,85,66
Austrian People’s Party,2017.0,0.297029702970297,Right-wing,303,66
Austrian Social Democratic Party,2002.0,0.1766990291262136,Left-wing,515,66
Austrian Freedom Party,2017.0,0.473170731707317,Right-wing,205,66
Austrian People’s Party,2002.0,0.2437810945273631,Right-wing,201,66
Austrian Social Democratic Party,2006.0,0.1900647948164147,Left-wing,463,66
Austrian Social Democratic Party,2013.0,0.2804878048780488,Left-wing,82,66
Austrian People’s Party,2013.0,0.2761904761904762,Right-wing,210,66
Austrian Social Democratic Party,2017.0,0.3642384105960264,Left-wing,151,66
Austrian Freedom Party,2008.0,0.5897435897435898,Right-wing,78,66
Alliance for the Future of Austria,2006.0,0.3676470588235294,Right-wing,68,66
Austrian Freedom Party,2013.0,0.3262411347517731,Right-wing,141,66
Austrian Freedom Party,2002.0,0.6402266288951841,Right-wing,353,66
The Greens,2017.0,0.4285714285714285,Left-wing,84,66
Austrian People’s Party,2008.0,0.4729729729729729,Right-wing,74,66
Austrian Communist Party,2008.0,0.3636363636363636,Left-wing,22,66
The Greens,2008.0,0.1648351648351648,Left-wing,182,66
Team Stronach for Austria,2013.0,0.3809523809523809,Right-wing,42,66
Austrian Freedom Party,2006.0,0.4651162790697674,Right-wing,129,66
The Greens,2002.0,0.3958333333333333,Left-wing,48,66
Austrian Social Democratic Party,2008.0,0.36,Left-wing,25,66
Austrian People’s Party,2006.0,0.2549019607843137,Right-wing,51,66
The Greens,2006.0,0.2,Left-wing,5,66
Alliance for the Future of Austria,2008.0,0.4444444444444444,Right-wing,9,66
Peter Pilz List,2017.0,0.1875,Left-wing,208,66
Austrian Freedom Party,2008.0,0.7431506849315068,Right-wing,292,67
Austrian People’s Party,2013.0,0.1869328493647913,Right-wing,551,67
Austrian People’s Party,2017.0,0.2809523809523809,Right-wing,210,67
Austrian Freedom Party,2002.0,0.391304347826087,Right-wing,207,67
The New Austria,2013.0,0.475,Other,40,67
The Greens,2008.0,0.2154811715481171,Left-wing,478,67
Austrian Freedom Party,2017.0,0.4622425629290618,Right-wing,437,67
The Greens,2002.0,0.3842105263157894,Left-wing,190,67
The Greens,2013.0,0.2337662337662337,Left-wing,154,67
Alliance for the Future of Austria,2008.0,0.273972602739726,Right-wing,73,67
Austrian Freedom Party,2006.0,0.3979591836734694,Right-wing,196,67
The Greens,2006.0,0.0476190476190476,Left-wing,21,67
The New Austria,2017.0,0.360128617363344,Other,311,67
Alliance for the Future of Austria,2006.0,0.4461538461538462,Right-wing,65,67
Austrian Communist Party,2008.0,0.4014598540145985,Left-wing,137,67
Austrian Social Democratic Party,2002.0,0.3197278911564626,Left-wing,147,67
Team Stronach for Austria,2013.0,0.6222222222222222,Right-wing,45,67
Austrian People’s Party,2002.0,0.3004694835680751,Right-wing,213,67
Austrian Social Democratic Party,2006.0,0.3333333333333333,Left-wing,54,67
Austrian Freedom Party,2013.0,0.4864864864864865,Right-wing,74,67
Austrian Social Democratic Party,2017.0,0.3604651162790697,Left-wing,86,67
Austrian Social Democratic Party,2013.0,0.2608695652173913,Left-wing,69,67
Austrian People’s Party,2008.0,0.2588235294117647,Right-wing,85,67
Austrian Social Democratic Party,2008.0,0.3846153846153846,Left-wing,13,67
Austrian People’s Party,2006.0,0.3333333333333333,Right-wing,6,67
The Greens,2017.0,0.3125,Left-wing,16,67
Peter Pilz List,2017.0,0.4105263157894737,Left-wing,285,67
The Greens,2017.0,0.1826923076923076,Left-wing,208,68
Austrian Freedom Party,2017.0,0.726775956284153,Right-wing,549,68
Austrian People’s Party,2017.0,0.3245614035087719,Right-wing,456,68
Austrian Communist Party,2008.0,0.2189349112426035,Left-wing,338,68
Austrian Freedom Party,2002.0,0.5113636363636364,Right-wing,176,68
Austrian Social Democratic Party,2006.0,0.2023809523809523,Left-wing,336,68
Team Stronach for Austria,2013.0,0.642512077294686,Right-wing,207,68
Austrian Social Democratic Party,2002.0,0.2944162436548223,Left-wing,197,68
The New Austria,2017.0,0.303030303030303,Other,66,68
The Greens,2002.0,0.3169014084507042,Left-wing,142,68
The Greens,2006.0,0.3333333333333333,Left-wing,174,68
Austrian Freedom Party,2006.0,0.6357466063348416,Right-wing,442,68
Austrian People’s Party,2002.0,0.2093023255813953,Right-wing,86,68
Alliance for the Future of Austria,2006.0,0.5333333333333333,Right-wing,15,68
Austrian Freedom Party,2008.0,0.3311688311688311,Right-wing,154,68
Austrian Social Democratic Party,2017.0,0.3620689655172414,Left-wing,58,68
Austrian People’s Party,2008.0,0.2450331125827814,Right-wing,151,68
Austrian Social Democratic Party,2008.0,0.203125,Left-wing,64,68
Austrian People’s Party,2013.0,0.1,Right-wing,80,68
Austrian Social Democratic Party,2013.0,0.3846153846153846,Left-wing,52,68
The Greens,2013.0,0.1098901098901098,Left-wing,91,68
Austrian Freedom Party,2013.0,0.5306122448979592,Right-wing,49,68
Alliance for the Future of Austria,2008.0,0.4615384615384615,Right-wing,39,68
The Greens,2008.0,0.44,Left-wing,25,68
Austrian People’s Party,2006.0,0.3333333333333333,Right-wing,6,68
The New Austria,2013.0,0.0,Other,9,68
Peter Pilz List,2017.0,0.3684210526315789,Left-wing,285,68
The New Austria,2013.0,0.1541284403669724,Other,545,69
Austrian People’s Party,2013.0,0.1776649746192893,Right-wing,197,69
Austrian Freedom Party,2008.0,0.4153846153846154,Right-wing,195,69
Austrian Social Democratic Party,2006.0,0.3642384105960264,Left-wing,151,69
The Greens,2002.0,0.1763485477178423,Left-wing,482,69
The Greens,2008.0,0.3626373626373626,Left-wing,91,69
Austrian Social Democratic Party,2008.0,0.282051282051282,Left-wing,78,69
Austrian Freedom Party,2006.0,0.44,Right-wing,200,69
Austrian People’s Party,2006.0,0.3126385809312638,Right-wing,451,69
Austrian Social Democratic Party,2017.0,0.2131661442006269,Left-wing,319,69
Alliance for the Future of Austria,2008.0,0.5384615384615384,Right-wing,78,69
Austrian Freedom Party,2002.0,0.5192307692307693,Right-wing,52,69
The New Austria,2017.0,0.2395833333333333,Other,192,69
The Greens,2013.0,0.25,Left-wing,60,69
Austrian Social Democratic Party,2013.0,0.1896024464831804,Left-wing,327,69
Alliance for the Future of Austria,2006.0,0.3783783783783784,Right-wing,74,69
Austrian People’s Party,2008.0,0.2207207207207207,Right-wing,222,69
Austrian People’s Party,2017.0,0.3309352517985611,Right-wing,139,69
Austrian Social Democratic Party,2002.0,0.2564102564102564,Left-wing,39,69
Austrian Communist Party,2008.0,0.2972972972972973,Left-wing,74,69
Austrian People’s Party,2002.0,0.2,Right-wing,15,69
Austrian Freedom Party,2017.0,0.7142857142857143,Right-wing,7,69
Team Stronach for Austria,2013.0,0.5384615384615384,Right-wing,13,69
The Greens,2017.0,0.3,Left-wing,60,69
Austrian Freedom Party,2013.0,0.5333333333333333,Right-wing,45,69
The Greens,2006.0,0.3333333333333333,Left-wing,15,69
Peter Pilz List,2017.0,0.3622222222222222,Left-wing,450,69
Austrian Communist Party,2008.0,0.3648648648648648,Left-wing,148,70
Austrian Freedom Party,2002.0,0.5993377483443708,Right-wing,302,70
The Greens,2002.0,0.2400881057268722,Left-wing,454,70
Austrian People’s Party,2002.0,0.1510416666666666,Right-wing,192,70
Austrian Freedom Party,2013.0,0.543778801843318,Right-wing,217,70
Alliance for the Future of Austria,2008.0,0.6117021276595744,Right-wing,188,70
Austrian Freedom Party,2008.0,0.6970873786407767,Right-wing,515,70
The Greens,2013.0,0.3164300202839756,Left-wing,493,70
The Greens,2017.0,0.4495412844036697,Left-wing,327,70
Austrian People’s Party,2006.0,0.3563218390804598,Right-wing,87,70
Austrian Freedom Party,2017.0,0.1692307692307692,Right-wing,65,70
The Greens,2008.0,0.1851851851851851,Left-wing,54,70
Austrian Freedom Party,2006.0,0.594059405940594,Right-wing,202,70
Alliance for the Future of Austria,2006.0,0.4822695035460992,Right-wing,141,70
Team Stronach for Austria,2013.0,0.9,Right-wing,10,70
The New Austria,2013.0,0.3316062176165803,Other,193,70
Austrian People’s Party,2013.0,0.3076923076923077,Right-wing,52,70
Austrian Social Democratic Party,2013.0,0.3023255813953488,Left-wing,86,70
The Greens,2006.0,0.0,Left-wing,10,70
Austrian Social Democratic Party,2008.0,0.4090909090909091,Left-wing,44,70
Austrian People’s Party,2008.0,0.2125,Right-wing,80,70
Austrian People’s Party,2017.0,0.2282608695652173,Right-wing,92,70
Austrian Social Democratic Party,2017.0,0.3684210526315789,Left-wing,57,70
Austrian Social Democratic Party,2006.0,0.4782608695652174,Left-wing,69,70
The New Austria,2017.0,0.4,Other,5,70
Austrian Social Democratic Party,2002.0,0.1923076923076923,Left-wing,26,70
Peter Pilz List,2017.0,0.3537832310838446,Left-wing,489,70
Austrian Freedom Party,2013.0,0.6268656716417911,Right-wing,335,71
Team Stronach for Austria,2013.0,0.3759398496240601,Right-wing,133,71
The Greens,2002.0,0.3380281690140845,Left-wing,71,71
The Greens,2013.0,0.1898148148148148,Left-wing,432,71
The Greens,2017.0,0.2470588235294117,Left-wing,170,71
Austrian Social Democratic Party,2002.0,0.2787234042553191,Left-wing,470,71
Austrian Social Democratic Party,2006.0,0.2448979591836734,Left-wing,49,71
The New Austria,2013.0,0.2083333333333333,Other,24,71
Austrian Freedom Party,2006.0,0.4919786096256685,Right-wing,187,71
The Greens,2006.0,0.1627906976744186,Left-wing,86,71
Austrian Freedom Party,2002.0,0.6323809523809524,Right-wing,525,71
The New Austria,2017.0,0.3080357142857143,Other,224,71
Alliance for the Future of Austria,2008.0,0.5198019801980198,Right-wing,202,71
Austrian Social Democratic Party,2013.0,0.3439490445859872,Left-wing,314,71
Austrian People’s Party,2006.0,0.2183908045977011,Right-wing,87,71
Austrian People’s Party,2017.0,0.131578947368421,Right-wing,76,71
Austrian Social Democratic Party,2017.0,0.2797927461139896,Left-wing,193,71
Austrian Communist Party,2008.0,0.2900763358778626,Left-wing,131,71
Austrian Freedom Party,2017.0,0.4210526315789473,Right-wing,152,71
Austrian Freedom Party,2008.0,0.45,Right-wing,80,71
Alliance for the Future of Austria,2006.0,0.5268817204301075,Right-wing,93,71
